issn,eissn,status,year
00034371,,inactive,1977
0003438X,,inactive,2009
00034398,,inactive,2001
00034401,17683378,inactive,2007
00034436,1952403X,inactive,2017
00034460,,inactive,1978
00034479,,inactive,1972
00034533,,inactive,1976
00034592,16128877,inactive,2007
00034649,,inactive,1960
00034665,,inactive,2001
00034673,,inactive,1977
00034703,,inactive,1960
0003472X,,inactive,1983
00034738,,inactive,1995
00034762,,inactive,1988
00034770,,inactive,2005
00034843,,inactive,1982
00034878,14753162,inactive,2016
00034908,,inactive,1972
00034983,13648594,inactive,2011
00035017,,inactive,2001
00035483,,inactive,2023
00035505,,inactive,1990
00035637,,inactive,1984
00035661,,inactive,2022
00035769,,inactive,2019
00036056,,inactive,2016
00036293,,inactive,2014
00036536,,inactive,2020
00036781,,inactive,2004
00036919,,inactive,1975
00036994,,inactive,1999
00037214,13652087,inactive,1999
00037931,,inactive,1974
00038105,,inactive,2007
00038113,19435746,inactive,2020
0003858X,,inactive,2018
0003861X,,inactive,2014
00038970,,inactive,2017
00039012,,inactive,1974
00039039,,inactive,1995
00039063,,inactive,1986
00039098,,inactive,2015
00039128,,inactive,1978
00039136,,inactive,2006
00039152,,inactive,2000
00039179,,inactive,1971
00039187,,inactive,1985
00039195,,inactive,1973
00039217,,inactive,1972
00039225,,discontinued,2018
00039268,,inactive,1987
00039276,,inactive,1974
00039306,,inactive,2007
00039330,,inactive,1977
00039357,,inactive,1991
00039365,,inactive,1997
00039373,,inactive,1983
0003942X,,inactive,2002
00039446,,inactive,1982
0003956X,,inactive,1973
00039594,,inactive,1986
00039608,,inactive,1975
00039683,,inactive,2007
00039691,,inactive,1993
0003973X,,inactive,1977
00039764,,inactive,1993
00039772,,inactive,1976
00039780,,inactive,1996
00039799,,inactive,1990
00039810,,inactive,2011
00039829,,inactive,2022
0003987X,15383652,inactive,2012
00039896,,inactive,2004
0003990X,15383636,inactive,2013
00039926,15383679,inactive,2012
00039942,15383687,inactive,2013
00039950,15383601,inactive,2013
00039977,23763817,inactive,1985
00040010,15383644,inactive,2013
00040037,,inactive,1990
0004010X,,inactive,1998
00040126,,inactive,1999
00040185,,inactive,1986
00040207,2239740X,inactive,2016
00040223,,inactive,1991
00040258,,inactive,1967
00040290,,inactive,1986
00040312,,inactive,1983
00040436,,inactive,1998
00040533,,inactive,1992
00040576,,inactive,1999
00040606,,inactive,1996
00040657,,inactive,1979
00040681,,inactive,1987
00040746,,inactive,1986
00040762,,inactive,1985
00040770,,inactive,1988
00040797,,inactive,1988
00040800,,inactive,1983
00040851,,inactive,1998
00041289,,inactive,1992
0004153X,,inactive,2004
00041556,,inactive,1985
00041769,,inactive,1990
00041823,,inactive,2018
00041858,,inactive,2016
00041947,,inactive,1991
00041963,,discontinued,2023
00042218,,inactive,1974
00042730,16779487,inactive,2014
00042838,,inactive,1981
00042897,,inactive,1997
00042927,,discontinued,2017
00043273,,inactive,2022
00043559,,inactive,1996
00043591,15290131,inactive,2013
00043958,,inactive,2011
00044083,,inactive,2020
00044172,16167066,inactive,2012
0004461X,,inactive,1991
00044849,,inactive,2016
00044954,,inactive,2007
00045063,,inactive,1990
00045128,,inactive,1987
00045241,,inactive,1981
00045268,,inactive,1978
00045322,,discontinued,2019
00045373,,inactive,1961
00045446,,inactive,1972
00045497,,inactive,1965
00045500,,inactive,1989
00045608,14678306,inactive,2015
00045691,,inactive,1994
00045756,,inactive,1991
00046205,,inactive,1974
00046213,,inactive,1983
00046493,,inactive,2017
00046981,,inactive,1989
00047120,,inactive,2007
00047147,,inactive,1977
00047163,,inactive,2005
0004721X,,inactive,1979
0004783X,,inactive,1998
00048038,,inactive,2026
00048291,,inactive,2000
00048461,14401673,inactive,2007
00048623,1839471X,inactive,2016
00048658,18379273,inactive,2020
00048682,,inactive,2026
00048917,,inactive,2001
00048992,14678446,inactive,2023
00049042,,inactive,2002
00049190,14678470,inactive,2004
00049395,,inactive,1995
00049409,,inactive,2008
00049417,,inactive,1988
00049433,,inactive,2010
0004945X,,inactive,1986
00049506,,inactive,2000
00049514,14492059,inactive,2009
00049549,,inactive,1997
00049573,,inactive,2010
00049581,,inactive,1996
00049611,,inactive,2013
00049670,22014276,inactive,2016
00049743,,inactive,2008
0004976X,,inactive,2018
00049913,,inactive,1989
0004993X,,inactive,1989
00050091,,inactive,1985
00050164,,inactive,1991
00050326,,inactive,2002
00051063,,inactive,1971
0005111X,,inactive,2005
00051241,,inactive,1978
00051861,,inactive,1999
00052175,,inactive,2018
00052310,24139777,inactive,2004
00052337,,inactive,2005
00052760,,inactive,1998
00052787,,inactive,1981
00052795,,inactive,1981
00053309,,inactive,1996
00053678,,inactive,1977
00053848,,inactive,1995
00054577,,inactive,1987
00057665,,inactive,1973
0005772X,,inactive,2005
00057932,,inactive,1976
00057940,1932300X,inactive,1996
00058025,,inactive,1987
00058165,,inactive,1977
00058173,,inactive,1999
00058351,,inactive,2012
00058580,23767154,inactive,2005
00059099,,inactive,2012
00059498,,inactive,1977
00059889,,inactive,2005
0006002X,,inactive,2002
00060208,,inactive,2014
00061786,,inactive,1979
00061999,,inactive,2008
00062278,,inactive,2012
00062898,,inactive,1976
00062944,,inactive,1985
00063029,,inactive,2016
00063061,,inactive,1978
00063126,14219727,inactive,2006
00063215,,inactive,1979
0006324X,,inactive,2021
00063304,,inactive,1996
00063452,,inactive,1976
00063517,,inactive,1973
00063916,,inactive,2005
00065242,,inactive,1990
00065250,,discontinued,2017
00065269,,discontinued,2016
00066117,16766385,inactive,2012
0006629X,,inactive,1974
00066303,,inactive,2001
00066311,,inactive,1983
00066648,,inactive,2005
00066710,,inactive,2009
00066729,,inactive,2020
00067156,,inactive,1996
00067237,,inactive,2014
00068063,,inactive,2005
00068071,,inactive,1991
0006808X,21853835,inactive,1992
00068969,,inactive,2008
00069337,,inactive,1982
00069612,,inactive,2000
00069620,,inactive,1969
00070106,,inactive,2019
00070335,,inactive,2018
00070599,,inactive,2002
00070629,,inactive,1993
00070653,,inactive,1979
00070718,,inactive,1985
00070769,,inactive,1995
00070785,,inactive,2001
00070890,2056516X,inactive,1979
00070947,,inactive,1997
00070971,,inactive,1988
0007098X,,inactive,1991
00071021,,inactive,1989
00071064,,inactive,1997
00071072,,inactive,1993
00071110,,inactive,1975
00071129,,inactive,2001
00071137,,inactive,1994
0007117X,,inactive,1983
00071218,,inactive,1980
00071226,14653087,inactive,2005
00071242,,inactive,1977
00071293,,inactive,1980
00071331,,inactive,1998
0007134X,,inactive,1984
00071536,,inactive,1988
00071587,,inactive,1977
00071617,,inactive,1992
00071625,,inactive,1971
00071641,1934256X,inactive,1990
00071684,,inactive,2000
00071692,,inactive,1983
00071935,,inactive,1996
00072222,,inactive,1975
00072486,,inactive,1987
00072680,,inactive,1974
00073628,,inactive,1975
00073725,24713112,inactive,2002
00074217,,inactive,2017
0007439X,,inactive,1981
00074632,,inactive,1995
0007473X,,inactive,2016
00074764,,inactive,2001
00074802,23680261,inactive,2018
00074810,,inactive,2000
00074985,,inactive,1972
0007506X,,inactive,1982
00075124,,inactive,1994
00075132,,inactive,1995
0007523X,,inactive,2008
00075248,,inactive,2004
00075779,,inactive,2011
00075914,,inactive,1992
00075922,,inactive,2024
00077135,07398409,inactive,2008
00078549,,inactive,2020
00078980,,inactive,1989
00079006,,inactive,1975
00079308,,inactive,1979
00079685,,inactive,2005
00079723,22623094,inactive,2023
00079766,17088968,inactive,2022
00079995,,inactive,2010
0008008X,,inactive,2001
00080160,,inactive,1982
00080179,,inactive,1973
00080276,19696787,inactive,2010
00080365,,inactive,2011
00080403,,inactive,1993
00080594,,inactive,1978
00080977,,inactive,1999
00081078,23310405,inactive,2022
00081264,,inactive,1973
00082821,17128005,inactive,2016
00082856,,inactive,1986
00082902,,inactive,1984
00083267,,inactive,2007
00083372,,inactive,1977
00083380,,inactive,1986
00083399,,inactive,1997
00083798,,inactive,1973
00084018,,inactive,1982
00084026,14803305,inactive,2007
00084050,,inactive,1985
00084093,,inactive,1986
00084255,,inactive,1992
00084360,,inactive,2019
00084476,,inactive,2022
00084484,,inactive,1987
00084581,14925494,inactive,2016
0008476X,,inactive,1996
00084778,,inactive,1998
00084824,,inactive,1979
00084948,,inactive,2007
00085103,,inactive,1987
00085170,,inactive,2015
00086355,,inactive,1996
00086452,,inactive,2016
00086533,,inactive,2010
00087262,,inactive,2002
00087378,,inactive,1992
00087645,,inactive,1978
00087912,21632529,inactive,2012
00088099,,inactive,1979
00088137,,inactive,2000
00088730,,inactive,1990
00089176,,inactive,2015
00089192,,inactive,2018
00090379,,inactive,1996
00090476,,inactive,1989
00090522,,inactive,1994
00090530,,inactive,1993
00090565,,inactive,1993
00090573,,inactive,1991
00090581,,inactive,1973
00090689,,inactive,1991
00090875,23861274,inactive,2016
00092223,,inactive,2009
0009241X,,inactive,1968
00092460,,discontinued,2018
00092517,,inactive,2018
00092592,,inactive,1977
00092630,,inactive,2023
00092681,20509227,inactive,1971
00092703,,inactive,1999
0009272X,,inactive,2013
00092886,,inactive,2016
00092940,,inactive,1997
00093106,,inactive,2003
00093262,,inactive,1977
00093459,,inactive,1973
0009353X,,inactive,1972
00094021,,inactive,2015
00094064,,inactive,1971
00094374,,inactive,1973
00094552,,inactive,1995
00094587,,inactive,1974
00094609,19447051,inactive,2020
00094625,,inactive,2011
00094722,14330385,inactive,2022
00094730,,inactive,1973
00094749,,inactive,2009
00094773,,inactive,2009
00095281,,inactive,2005
00095753,15511855,inactive,2000
00095982,,inactive,2007
00096725,,inactive,1998
00096881,,inactive,2018
00097004,,inactive,2016
00097101,15272087,inactive,2010
00097209,,inactive,2010
00097306,,inactive,1990
00097314,,inactive,2020
00097381,,inactive,1979
00097497,,inactive,2020
00097845,,inactive,1992
00098337,,inactive,2010
0009840X,14643561,inactive,2005
0009854X,,inactive,2003
00098701,,inactive,1991
00098787,,inactive,1986
00099090,,inactive,1988
00099155,,inactive,2002
00099252,,inactive,2016
00099279,,inactive,1994
00099287,,inactive,1973
00099295,,inactive,1997
00099309,,inactive,1981
00099325,,inactive,1990
00100234,,inactive,1980
00100501,,inactive,1989
00100765,12126950,inactive,2011
00100978,,inactive,1975
00101087,,inactive,2002
00101281,,inactive,1994
00101303,,inactive,1990
00101559,,inactive,2001
00101745,,inactive,1979
00101826,,discontinued,2019
00102601,,inactive,2012
00103063,,inactive,2005
00103330,,inactive,2004
00103381,,inactive,1998
00103551,,inactive,2016
00103608,,inactive,1971
00103632,,inactive,2009
00103829,,inactive,1997
00103837,,inactive,1978
00104035,,inactive,1974
0010406X,,inactive,1979
00104213,,inactive,1995
00104248,,inactive,1985
00104361,,inactive,2002
00104388,,inactive,1980
00104531,,inactive,2005
00104566,,inactive,1984
0010468X,,inactive,1985
00104809,,inactive,2000
00104817,,inactive,2004
00104892,,inactive,1985
00105317,,inactive,2016
00105325,,inactive,1981
00105392,,inactive,1973
00105422,,inactive,2020
00105678,,inactive,1975
00105716,,inactive,2020
00106151,,inactive,2004
00106356,19350252,inactive,2023
00106542,,inactive,2005
00106925,,inactive,2008
00107107,,inactive,1986
00107174,,inactive,2016
00107271,,inactive,1974
0010728X,,inactive,1974
00107301,,inactive,1998
00107379,,inactive,1998
00107832,,inactive,1990
00107980,,inactive,1989
00108022,,inactive,1997
00108189,,inactive,2018
00108804,15523853,inactive,2007
00109355,18841155,inactive,1990
00109371,,inactive,2005
0011085X,,inactive,1976
00111155,,inactive,2003
00111511,,inactive,2014
00111759,,inactive,1997
0011250X,,inactive,2019
00113131,,inactive,2010
00114014,,inactive,1972
00114189,,inactive,2023
00114227,,inactive,1998
00114235,,inactive,1991
00114529,,inactive,2001
00114537,,inactive,1972
00114626,15729486,inactive,2006
00114839,,inactive,1971
0011605X,,inactive,2022
0011684X,,inactive,1986
00116963,,inactive,1998
00117188,,inactive,2004
00117471,,inactive,1977
00117781,,inactive,2016
00118516,,inactive,1998
00118567,,inactive,1972
00118583,,inactive,1999
00118648,,inactive,1973
00118710,,inactive,1979
00118729,,inactive,1972
00118834,,inactive,1981
00119075,,inactive,1991
00119083,,inactive,1993
00119407,,inactive,2002
00120219,,inactive,1984
00120235,,inactive,1998
00120308,,inactive,2000
00120367,,inactive,1980
0012074X,,inactive,1993
00120758,,inactive,2008
00120790,,inactive,1973
00120847,,inactive,1970
00121010,,inactive,1974
00121029,,inactive,1992
00121037,,inactive,1974
00121053,,inactive,1988
00121096,,inactive,2007
00121207,,inactive,2012
00121223,,inactive,2015
00121770,,inactive,1972
00122017,17468361,inactive,2023
00122459,,inactive,2003
0012253X,,inactive,2007
00122602,,inactive,1980
00122610,,inactive,1989
00123714,,inactive,1977
00123811,,inactive,1996
00124044,,inactive,1973
00124419,,inactive,2000
00124508,,inactive,2016
00124958,,inactive,2000
00124974,,inactive,2000
00124990,15738957,inactive,1990
00125032,,inactive,2008
00125768,,inactive,2014
00125911,,inactive,1988
0012592X,,inactive,1988
00125938,,inactive,2004
00126136,,inactive,2003
00126225,,inactive,1985
00126497,,inactive,1980
00126578,,inactive,1988
00126683,,inactive,2002
00127183,22423281,inactive,2016
00127361,19891490,policy,2023
0012740X,,discontinued,2015
00127515,,inactive,2013
00127582,,inactive,1971
00127590,,inactive,1997
00128058,,inactive,1987
00128287,,inactive,1986
00128449,,inactive,2008
00128481,,inactive,1999
00128686,,discontinued,2017
00128708,,inactive,2011
00128783,,inactive,1982
00129402,,inactive,2006
00130451,,inactive,2004
00130567,,inactive,2013
00130613,,inactive,2018
0013094X,,inactive,2005
00131091,,inactive,1995
00131350,,inactive,2022
00131784,,inactive,2019
00132608,,inactive,2016
0013273X,,inactive,1999
00132810,,inactive,2008
00133329,,inactive,1976
00134252,,inactive,1995
00134457,,inactive,2001
00134694,18726380,inactive,1998
00134732,,inactive,1971
00134821,,inactive,1979
00134872,,inactive,2018
00134902,,inactive,2002
00134945,,inactive,2001
00135070,,inactive,1984
00135127,,inactive,1987
00135305,,inactive,1976
00135380,24111333,inactive,2005
00135704,,inactive,1994
00135720,,inactive,1985
00135739,,inactive,2005
00135771,,inactive,2005
00135860,,inactive,2004
00136131,,inactive,1984
00136158,,inactive,2007
00136557,,inactive,2016
00136654,,inactive,2018
00137200,,inactive,1990
00137219,,inactive,1992
00137251,,inactive,1982
00137278,,inactive,2005
00137448,,inactive,2003
00137480,,inactive,1979
00137529,,inactive,1980
00137871,,inactive,1992
0013788X,,inactive,1984
00137898,,inactive,1999
0013807X,,inactive,1992
00138339,15592715,inactive,2020
00138711,,inactive,2000
00138827,,inactive,1998
00138878,,inactive,1997
00138894,,discontinued,2017
00138959,,inactive,1997
00139173,,inactive,1985
00139300,,inactive,1975
00139327,,inactive,1979
00139424,,inactive,1972
00139432,,inactive,1992
00139475,,inactive,1987
00139637,,inactive,1976
00140058,,inactive,1995
00140171,,inactive,2019
00140309,14390302,inactive,2023
00141364,,inactive,1975
00141569,,inactive,1981
00141828,21603510,inactive,2012
